date,tool,counts,scaled_counts,data_origin,title
2018-01-01,NetworkX,2,0.08260961859622824,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2018-01-01,NodeXL,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2018-01-01,Palladio,4,0.263053067372035,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2018-01-01,Textexture,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2018-01-01,igraph,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2018-01-01,nodegoat,1,0.014874312063067083,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2018-01-01,sigma.js,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,Cytoscape,1,0.052854122621564484,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,Gephi,33,1.0727564019108535,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,Graphviz,3,0.12430702539944054,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,Neo4j,17,0.7191828457912739,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,Netlytic,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,NetworkX,6,0.21218335397695026,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,NodeXL,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,Palladio,1,0.021003990758244065,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,Textexture,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,igraph,1,0.02450379808870375,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,nodegoat,1,0.08968609865470852,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2019-01-01,sigma.js,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,Cytoscape,2,1.2048192771084338,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,Gephi,14,2.147165931814277,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,Graphviz,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,Neo4j,8,0.5564438234241363,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,Netlytic,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,NetworkX,1,0.13404825737265416,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,NodeXL,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,Palladio,1,0.5847953216374269,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,Textexture,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,igraph,1,0.029129041654529564,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,nodegoat,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2020-01-01,sigma.js,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,Cytoscape,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,Gephi,18,1.00792009551576,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,Graphviz,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,Neo4j,2,0.1332347841588088,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,Netlytic,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,NetworkX,3,0.13512335810544937,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,NodeXL,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,Palladio,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,Textexture,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,igraph,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,nodegoat,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
2022-01-01,sigma.js,0,0.0,Index of DH Conferences,Index of DH Conferences by Weingart et al (2023)
